Index,year,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Year,Station
19,,46.50203356311069,70.85612104790349,241.80740593157412,1040.785423254783,2091.653058777332,2082.657298079825,4842.217577383408,1049.6304695570752,457.52870522758695,263.0932762532682,161.7709636165423,106.78520116646347,year,1-105 Zambezi At Chavuma Mission (130400)
20,,46.8770172659043,72.21360957221866,263.4949036336062,1057.0265116036846,1983.8556080767733,2087.6528348537013,4877.023655713046,1020.2753007027404,449.87289675149015,257.8966930486684,158.86577838102866,106.24598562483115,year,1-105 Zambezi At Chavuma Mission (130400)
21,,47.44197813822207,74.04121819524732,270.3638062265109,1077.8569918245921,1910.1841146124086,2121.762169611816,4909.0256354055555,989.8477372730796,437.74211138362455,253.53528265590433,156.30287572831085,104.36820588625936,year,1-105 Zambezi At Chavuma Mission (130400)
22,,47.44197813822207,76.35396903729183,302.8728808540019,1106.412868763057,1822.6497988864226,2170.330473726847,4916.311665593263,959.8266220704805,433.7309976875987,249.2066664664577,153.7583482260114,103.56796036783037,year,1-105 Zambezi At Chavuma Mission (130400)
23,,47.82027375937139,77.52207807803447,327.20958666052803,1135.297075417028,1766.5385076792147,2252.351335151013,4842.217577383408,925.317689182114,420.3137151419628,245.300075305273,152.17736564065683,101.97561360668149,year,1-105 Zambezi At Chavuma Mission (130400)
24,,49.154715506619624,78.93410833629937,398.84742389544664,1169.925298799857,1713.9497928994085,2370.4824405277764,4698.375587394812,921.8276848624145,413.4297977692671,241.80740593157412,150.60358376227845,101.44724719567844,year,1-105 Zambezi At Chavuma Mission (130400)
25,,46.8770172659043,82.51318840014886,405.623832968698,1206.5808548752752,1664.7756696550528,2462.1651241420686,4521.265134985986,901.7003036088746,404.65269703113546,237.56857330171573,149.34974876606253,99.08457265138013,year,1-105 Zambezi At Chavuma Mission (130400)
26,,45.75604838423026,86.40770314351009,410.9833955667652,1255.6951058323339,1642.223598334391,2491.264862970533,4296.20139276715,874.9414825902295,397.8834715373041,235.27040823374824,146.54551443646497,96.74645269241493,year,1-105 Zambezi At Chavuma Mission (130400)
27,,44.8310468150843,93.92219844021487,422.78438313047036,1302.4201965411053,1600.1929079912989,2530.298544468888,4049.4086862109357,850.556669062114,389.7313880824428,230.70362241597763,143.7647155410282,95.97254801206873,year,1-105 Zambezi At Chavuma Mission (130400)
28,,44.28004292781976,95.4581328824546,510.01455214628044,1362.2952363575912,1563.920320212361,2529.2106678154587,3814.281053124094,829.1365088779531,381.65371837874267,228.05788521005294,141.61810850383904,94.17742538485278,year,1-105 Zambezi At Chavuma Mission (130400)
29,,43.914375167174,98.30246761132098,559.9447189527316,1425.8866805789423,,2580.563412934731,3558.775294499994,805.984159403366,375.0575258500026,223.5536354963388,139.78948845243943,91.8913741408482,year,1-105 Zambezi At Chavuma Mission (130400)
30,,43.36837907233343,99.86940596949744,628.9053165979172,1482.1448270000035,,2636.800222054933,3300.0885620558106,782.4720928163238,366.18666273837147,219.83035355911395,135.86343351511306,89.63009906438911,year,1-105 Zambezi At Chavuma Mission (130400)
31,,57.293354759896914,,689.0499924815016,1512.3670926304908,,2778.021513944583,,758.626939203509,,216.8715738719634,134.96442146086034,,year,1-105 Zambezi At Chavuma Mission (130400)
1,,86.9000726555025,67.9538953787699,69.2867416960893,153.12509167580842,440.2573118025083,577.4213519756378,730.6944650271503,460.6069494912154,213.1979533823435,134.3665408563269,90.38109999239495,63.379002142424895,year,1-105 Zambezi At Chavuma Mission (130400)
2,,85.18217345410152,66.19452809883384,73.81166740397586,158.2233320004121,445.813078592594,592.8353494505623,727.5495467624631,447.84096162390796,209.55200114456468,131.6905576129689,88.63305999186002,63.59366629570455,year,1-105 Zambezi At Chavuma Mission (130400)
3,,84.45055864812625,64.67177844130924,77.05389725134314,165.3531937064096,458.5537765648911,611.9171050762809,720.6517650020402,437.74211138362455,205.573478498409,128.7450838065299,87.64093606637394,63.379002142424895,year,1-105 Zambezi At Chavuma Mission (130400)
4,,83.47939833977773,63.59366629570455,78.46218451681669,172.9547169366328,474.5713927719575,636.5871581611517,709.4269569681131,425.7575993271837,200.55854451920294,127.57511697665635,86.9000726555025,63.164657714347534,year,1-105 Zambezi At Chavuma Mission (130400)
5,,81.79178375804592,62.52354407410198,79.40727803352199,179.00844974621003,483.457926929556,658.6753079082107,703.8436726850179,415.39152200602706,199.13573256514525,126.99189811857637,86.16198052871152,62.95063314060062,year,1-105 Zambezi At Chavuma Mission (130400)
6,,80.595647178137,62.736928550610415,79.64432980888932,193.83996802998345,499.316872044601,678.6549564228368,695.1972056378801,405.13813685035257,195.59823691415286,125.53900275514668,84.93799305718468,62.52354407410198,year,1-105 Zambezi At Chavuma Mission (130400)
7,,78.6979906362487,62.95063314060062,81.31239790907358,200.20242332573383,512.7045671173089,700.7502458363326,682.3158457271509,395.4780861964452,191.73928072807524,124.09347516810934,84.20730484786353,61.88531262722331,year,1-105 Zambezi At Chavuma Mission (130400)
8,,77.05389725134314,61.461427955230214,84.20730484786353,211.00705821988328,517.5622914054791,718.1506578514282,668.9350185771734,385.9208509221122,187.91422916424617,121.22456411511499,83.7217245871257,58.73751261085245,year,1-105 Zambezi At Chavuma Mission (130400)
9,,74.50126122435852,62.52354407410198,84.69412141991415,212.46654766197256,521.8971962082423,733.2147000009061,656.8720232729498,374.1193488392144,185.15371545912143,120.36965790315405,83.2373814902116,57.293354759896914,year,1-105 Zambezi At Chavuma Mission (130400)
10,,73.81166740397586,61.03882687625313,85.18217345410152,219.45954065741248,541.6009946722492,738.2666309175809,646.098069566209,363.4047803010542,181.7284006357821,119.23393002757453,82.03194196462992,58.5302353450752,year,1-105 Zambezi At Chavuma Mission (130400)
11,,72.21360957221866,61.03882687625313,84.45055864812625,227.68102019549679,531.708898796587,738.8991962716092,638.3657216124014,353.7418563749085,179.00844974621003,117.25782576400235,80.83425353734718,57.70435537394695,year,1-105 Zambezi At Chavuma Mission (130400)
12,,71.53344715303632,61.461427955230214,85.42666250503457,235.27040823374824,532.8040537679568,744.6030177768632,634.2191403820422,349.1808153225819,176.30657931654554,114.46008197892331,80.35735151589827,56.88364852821336,year,1-105 Zambezi At Chavuma Mission (130400)
13,,69.9574371837721,61.24996690072696,84.20730484786353,247.24997290817248,533.3520033678656,743.9683060505558,628.9053165979172,341.0367106879968,172.9547169366328,113.62656542944436,79.88169272126567,56.47523778661784,year,1-105 Zambezi At Chavuma Mission (130400)
14,,70.18163447500564,61.03882687625313,86.16198052871152,256.3069354824562,530.0680273671525,752.2381440054556,625.9617033928155,331.1979404444675,168.96993206168943,112.7957329860016,79.17053750572872,55.66230723172756,year,1-105 Zambezi At Chavuma Mission (130400)
15,,67.51214860643798,61.03882687625313,86.65373388724292,267.1216844693703,517.0215481455652,761.1891180025596,639.5526445174124,325.00303440837416,166.3361583503637,111.69213573239266,77.75663675804199,54.65345111428227,year,1-105 Zambezi At Chavuma Mission (130400)
16,,65.97603720851924,62.09773598193063,88.38456795852886,272.80669512959076,509.47729711272376,762.4716339338053,597.4367751048211,313.6351212636515,164.69930978874316,110.04570696563805,75.8889135672136,53.852222937086076,year,1-105 Zambezi At Chavuma Mission (130400)
17,,66.19452809883384,62.3104798410999,91.3867248428862,279.3683234285881,503.5839586073644,764.3971904586244,585.3914720639228,303.7277663932038,162.41970739925392,108.68191498600962,74.96255874385268,52.66016338075154,year,1-105 Zambezi At Chavuma Mission (130400)
18,,66.6324639735314,62.52354407410198,92.90434246533093,286.83212631875307,502.5156878977797,763.1132484488481,577.9890501539402,297.7658688970145,159.5093709824102,107.5962776247643,74.50126122435852,51.284301839729245,year,1-105 Zambezi At Chavuma Mission (130400)
19,,65.32247423101118,64.8883582506102,91.8913741408482,298.614380849542,495.5962953738187,764.3971904586244,571.1928945296166,289.3393029759152,156.30287572831085,106.51544312557873,73.35350784891703,50.50530573870847,year,1-105 Zambezi At Chavuma Mission (130400)
20,,67.51214860643798,64.23957581990824,94.17742538485278,325.4438187862464,510.01455214628044,762.4716339338053,555.4730549538373,282.6748690289075,155.3465226529814,104.63555705623754,72.21360957221866,48.96309106156879,year,1-105 Zambezi At Chavuma Mission (130400)
21,,68.39691047176713,63.164657714347534,96.74645269241493,339.6875943414385,511.0898102678937,761.8302571104285,548.2403009690571,276.48916046568246,151.86203292363479,103.56796036783037,71.30735648015806,48.009917611456295,year,1-105 Zambezi At Chavuma Mission (130400)
22,,67.9538953787699,61.673209907910376,103.56796036783037,338.78949206956537,507.8670284970647,760.5482166340561,539.3958126469063,269.957599147646,149.03701151883433,100.92008995129143,69.50999067343359,47.82027375937139,year,1-105 Zambezi At Chavuma Mission (130400)
23,,67.73286339097673,59.153034917016775,109.77234946545562,345.0981825178446,518.1032835910678,758.626939203509,537.744526901071,264.2989676974602,147.78895070127942,99.60749188003516,68.61889333147248,47.25332668231448,year,1-105 Zambezi At Chavuma Mission (130400)
24,,70.18163447500564,58.73751261085245,112.7957329860016,358.7890851365422,542.1529092095084,752.2381440054556,527.3382064245574,257.10127311530715,146.2353785021009,98.30246761132098,67.73286339097673,46.68935962110975,year,1-105 Zambezi At Chavuma Mission (130400)
25,,70.18163447500564,59.778735782874875,118.38524735636445,371.7784350107088,549.9056920776108,744.6030177768632,521.8971962082423,249.2066664664577,144.07253423083085,97.26390933761523,67.29175114858315,46.12837684365878,year,1-105 Zambezi At Chavuma Mission (130400)
26,,71.53344715303632,59.778735782874875,123.51732938782217,384.0217680461252,552.6862862015292,737.6343041709581,513.7823177637932,242.5816480900859,141.92389572570684,95.71518824998648,67.0716711411156,44.0970421213924,year,1-105 Zambezi At Chavuma Mission (130400)
27,,71.98657381761967,59.778735782874875,126.99189811857637,394.9977800918362,556.0311493338352,731.954104810508,505.7234966464444,238.72134387573342,140.3978654402235,95.20138200706018,66.41333706220134,42.82539362351496,year,1-105 Zambezi At Chavuma Mission (130400)
28,,71.75985297175022,60.617510446350074,131.6905576129689,407.08245875265845,559.3848975393203,730.0650034744042,495.06578502876454,233.74376652662113,138.87910534404563,94.17742538485278,65.75786451662806,43.006053978388415,year,1-105 Zambezi At Chavuma Mission (130400)
29,,70.85612104790349,61.673209907910376,138.57622657625765,414.90070755167255,,729.4357808469989,482.9331804110991,228.43502469341843,136.76507309804748,92.90434246533093,64.8883582506102,42.10610407837419,year,1-105 Zambezi At Chavuma Mission (130400)
30,,70.18163447500564,64.23957581990824,147.16665420917317,433.23075211807765,,728.8067971694903,470.93334948351173,223.5536354963388,134.96442146086034,91.63889650302134,64.8883582506102,41.748472801893136,year,1-105 Zambezi At Chavuma Mission (130400)
31,,69.2867416960893,,152.49298638575735,440.2573118025083,,729.4357808469989,,222.0610181756492,,90.88329985794041,64.8883582506102,,year,1-105 Zambezi At Chavuma Mission (130400)
1,,40.683649371947396,41.927120507022664,91.8913741408482,235.65275242324765,1162.963011513796,4752.810478539026,5422.881999298751,1930.4179144797172,671.9658648659127,367.1160325501283,241.3660000000002,160.47690784082334,year,1-105 Zambezi At Chavuma Mission (130400)
2,,39.80556447695903,42.82539362351496,98.56286599046702,248.81478438521145,1220.7508991596148,4691.233666260161,5450.308798680943,1782.3582352910098,653.2719874453358,362.0173437153202,238.0609999999999,159.5093709824102,year,1-105 Zambezi At Chavuma Mission (130400)
3,,39.63096064746596,43.006053978388415,104.36820588625936,255.91017265345792,1301.6082267820948,4641.374253267182,5572.942207878425,1700.2270948963098,635.9947893600557,356.9500859051116,234.8160000000002,159.83159694325636,year,1-105 Zambezi At Chavuma Mission (130400)
4,,39.63096064746596,43.732042230387094,108.95407409955091,267.1216844693703,1345.7732929619551,4555.037757273734,5715.454094065407,1624.2795442737138,620.0927314233729,351.4580773686713,231.62799999999993,157.58203239431245,year,1-105 Zambezi At Chavuma Mission (130400)
5,,40.15578581368374,44.64704543873209,112.51938571184782,272.80669512959076,1368.0988837183788,4431.746461045434,5804.543714386358,1550.7414462690285,603.7893039840784,346.45671036874654,228.43502469341843,155.98380416536585,year,1-105 Zambezi At Chavuma Mission (130400)
6,,39.45669494654782,47.06500633899536,116.41537901020807,273.21478390342867,1441.134698511447,4322.335586750438,5824.947348286992,1480.425958952446,590.5405140221404,341.48693942230307,225.42559698766237,154.3927554701807,year,1-105 Zambezi At Chavuma Mission (130400)
7,,38.763016989801265,46.68935962110975,118.66784491343716,277.72147895372916,1461.5764162012003,4193.722415913367,5802.9755102004,1405.6671892992067,577.4213519756378,336.54881899072967,222.43375963039162,153.12509167580842,year,1-105 Zambezi At Chavuma Mission (130400)
8,,38.935928394493374,46.68935962110975,129.03831027932898,281.01945445691035,1491.6142984760302,4046.732436890728,5771.650624213065,1345.7732929619551,565.556491315826,331.1979404444675,219.45954065741248,152.80889508781522,year,1-105 Zambezi At Chavuma Mission (130400)
9,,38.59044460733377,47.44197813822207,140.3978654402235,288.92077295090706,1563.0402007684106,3879.702258801282,5726.362229924995,1294.3105365306926,555.4730549538373,328.9795610812113,216.51400000000007,150.28969225598934,year,1-105 Zambezi At Chavuma Mission (130400)
10,,40.15578581368374,48.580831463629586,143.14994819670483,296.91842046718716,1682.9147922852248,3669.518890855831,5597.613006426859,1242.1424543247354,542.1529092095084,326.32617673569814,209.55200114456468,149.03701151883433,year,1-105 Zambezi At Chavuma Mission (130400)
11,,40.15578581368374,49.538952921530964,145.30670738411825,313.20145620705426,1897.7055046187902,3497.0612406621444,5416.795431452572,1199.5231684302773,531.1616934859711,323.242528534773,207.01632765538065,147.16665420917317,year,1-105 Zambezi At Chavuma Mission (130400)
12,,40.3314029682375,48.77179632927939,152.17736564065683,326.7677502223889,2168.2971332747543,3339.326394724497,5208.655167214419,1158.331657075117,521.3544624095721,320.60966932956387,204.13507551234287,146.2353785021009,year,1-105 Zambezi At Chavuma Mission (130400)
13,,42.28542334545524,48.39019661890688,157.58203239431245,349.6357461328375,2433.216067150605,3225.857865107208,4954.275711741487,1117.0162733827176,510.5520565417726,317.98629787168926,201.27162296167023,144.07253423083085,year,1-105 Zambezi At Chavuma Mission (130400)
14,,43.006053978388415,49.731565585667106,166.3361583503637,378.8205774857339,2641.2335215973003,3090.3177261017995,4725.558513656251,1083.0925683730893,500.91515543196704,315.37242345720546,198.0715522779971,142.8429996903449,year,1-105 Zambezi At Chavuma Mission (130400)
15,,44.28004292781976,52.85802366244255,170.9572114030278,404.1675135476751,2930.5972871907684,2983.032615060893,4515.647128102975,1046.6784582464288,488.19193474406507,311.90204691473184,196.30350165489062,140.70249018275587,year,1-105 Zambezi At Chavuma Mission (130400)
16,,43.18704918385474,55.257789661172986,177.65525243144901,440.76111334102444,3355.3250826287626,2883.1797745002245,4351.301926862289,1021.7343454092879,480.313213303011,308.4485929344346,194.19106236990902,139.18227529643528,year,1-105 Zambezi At Chavuma Mission (130400)
17,,42.46507813826563,54.25218561338242,184.12316375715753,458.5537765648911,3761.001610968632,2838.3917379822688,4223.669963875635,990.5674854723928,469.8961737338574,304.5837129450303,190.3444257737413,136.76507309804748,year,1-105 Zambezi At Chavuma Mission (130400)
18,,43.006053978388415,56.88364852821336,188.26055797112835,479.7899732061447,3998.6932591481736,2931.758066018706,4097.71435449632,962.6682238664087,461.12087382913677,300.7403112775782,188.26055797112835,134.96442146086034,year,1-105 Zambezi At Chavuma Mission (130400)
19,,43.006053978388415,59.569846686605906,191.73928072807524,513.2433178533344,4234.583243818721,3014.690232806215,3916.5520021316447,933.7173861527892,451.90888178948916,296.91842046718716,186.5317233198323,133.47191264358213,year,1-105 Zambezi At Chavuma Mission (130400)
20,,42.46507813826563,59.778735782874875,196.65655318240127,542.1529092095084,4409.4900543113545,3134.4159190318396,3690.0480971438847,923.2229896121275,446.82651345933914,292.6971438305052,183.78020955928736,131.39469027386198,year,1-105 Zambezi At Chavuma Mission (130400)
21,,42.46507813826563,60.617510446350074,197.00988406819653,578.5569940030196,4621.49620824529,3281.766171039167,3447.0352260077852,914.1701280469449,437.74211138362455,288.08451346108757,181.7284006357821,129.03831027932898,year,1-105 Zambezi At Chavuma Mission (130400)
22,,43.006053978388415,63.164657714347534,207.37773422425406,627.1384188244043,4811.852355542975,3454.518887343031,3206.5107262653396,883.8216363698558,429.7361543505114,283.0893916240401,179.68674369955215,127.2833604343859,year,1-105 Zambezi At Chavuma Mission (130400)
23,,43.732042230387094,65.32247423101118,205.573478498409,703.2245072759757,4944.0419713005285,3710.6277264503096,2992.3973046130636,862.0338924651452,420.8073385259966,278.54436518339304,177.31765984875273,124.95990701899782,year,1-105 Zambezi At Chavuma Mission (130400)
24,,43.18704918385474,65.75786451662806,208.82613588666652,759.2671272106401,4993.835977384892,3952.2308968785364,2771.2231842817228,836.472545572526,414.90070755167255,274.0317672684527,174.9624345127884,122.65532553529228,year,1-105 Zambezi At Chavuma Mission (130400)
25,,43.006053978388415,67.29175114858315,210.27897540820123,823.1554752835874,5005.584141820031,4061.4614496263207,2493.426387571657,816.5322586587389,407.08245875265845,269.957599147646,173.95730009940294,120.08528143789805,year,1-105 Zambezi At Chavuma Mission (130400)
26,,43.18704918385474,71.53344715303632,211.37151518850544,857.9753722565226,4970.376129641739,4238.678921037718,2381.06445031332,794.8430390918967,398.84742389544664,265.5070863168658,171.28941922323307,118.66784491343716,year,1-105 Zambezi At Chavuma Mission (130400)
27,,43.36837907233343,76.1212848925486,213.1979533823435,889.3059671135851,4913.396682442867,4559.267116402871,2274.1035922817623,775.995417401081,393.5584043750761,261.4894655544143,168.96993206168943,118.10294657835001,year,1-105 Zambezi At Chavuma Mission (130400)
28,,43.55004347672092,83.47939833977773,220.2014421343222,917.6473482824173,4862.5077809625145,4858.156734784131,2173.38205808692,755.4295671704941,387.3478699859509,256.70396898638364,166.3361583503637,118.38524735636445,year,1-105 Zambezi At Chavuma Mission (130400)
29,,42.82539362351496,85.91656614745726,225.0506547733088,969.0753497985268,4814.7406566440895,5014.403242598324,2081.6588232628537,731.954104810508,380.70830515433056,251.95744250768874,165.3531937064096,115.29628029714513,year,1-105 Zambezi At Chavuma Mission (130400)
30,,43.36837907233343,88.38456795852886,231.4620149640357,1041.5212512003768,,5143.0477024560505,1993.6405416823116,708.1845482803299,374.58830799188837,247.24997290817248,162.7445080254278,114.18194503960895,year,1-105 Zambezi At Chavuma Mission (130400)
31,,43.18704918385474,,233.3627901278934,1089.0897611866726,,5289.673554223825,,688.4365939222816,,243.35698007437344,161.12336358140757,,year,1-105 Zambezi At Chavuma Mission (130400)
1,,111.96758699753771,85.18217345410152,115.5756086161832,627.1384188244043,1700.2270948963098,2335.7091843828284,1800.1125700253917,1179.236805446091,624.7859613493091,355.5735684107785,230.70362241597763,153.12509167580842,year,1-105 Zambezi At Chavuma Mission (130400)
2,,110.31936384019771,83.2373814902116,117.82094266385954,661.6856194279256,1721.2884232378192,2291.779965498742,2116.7308260886593,1159.1029842494527,607.8472216216784,347.36370129087,228.81243859154196,150.28969225598934,year,1-105 Zambezi At Chavuma Mission (130400)
3,,108.13849630753806,81.07317048407207,135.56347078020372,690.2775113073604,1792.627614816604,2204.0016972046205,2482.62702170661,1185.4625306874343,595.1341037472278,342.3881815722214,225.42559698766237,148.72456301645295,year,1-105 Zambezi At Chavuma Mission (130400)
4,,107.0552596568901,80.35735151589827,163.06959438405372,712.5371737591972,1926.5566192918782,2106.683924622819,2910.8950297352335,1185.4625306874343,580.8312255322459,337.44430242656676,222.43375963039162,147.4776579016922,year,1-105 Zambezi At Chavuma Mission (130400)
5,,105.97682875497121,79.64432980888932,160.7999926400524,766.9679257305736,2029.0417190319315,2022.136669739326,3163.1671917114704,1187.8008990791006,564.4321654405876,332.97736972298566,218.34875654845823,146.2353785021009,year,1-105 Zambezi At Chavuma Mission (130400)
6,,105.43941727170045,78.93410833629937,159.18743143867363,773.4113873526276,2120.755480069622,1954.6281094807227,3302.534941452433,1193.26498221947,551.573307388899,328.0940482218034,215.76658592025098,144.38064283379987,year,1-105 Zambezi At Chavuma Mission (130400)
7,,102.50518843583097,83.96436012537691,159.83159694325636,770.8311539188978,2214.2501477770816,1883.3518848872857,3396.0882929498557,1197.1746591579156,539.9467366744942,323.6822601723271,212.46654766197256,142.2299733804411,year,1-105 Zambezi At Chavuma Mission (130400)
8,,101.97561360668149,84.93799305718468,162.7445080254278,775.995417401081,2274.1035922817623,1829.2464105192435,3459.511965402675,1193.26498221947,528.975354121498,319.73415752479275,210.64287827410047,140.3978654402235,year,1-105 Zambezi At Chavuma Mission (130400)
9,,106.51544312557873,82.99567414551574,170.62528764346567,783.1210640205006,2303.2497267446906,1874.7627580549272,3423.384134489991,1172.2501274663716,518.1032835910678,315.8074092799795,207.01632765538065,139.18227529643528,year,1-105 Zambezi At Chavuma Mission (130400)
10,,108.41005569216613,82.51318840014886,181.3874191124574,775.995417401081,2316.837400057525,1891.9582975620594,3281.766171039167,1149.8619869999234,507.3307712247594,311.4694392553321,205.2134607782542,137.06620316278182,year,1-105 Zambezi At Chavuma Mission (130400)
11,,106.78520116646347,81.31239790907358,186.18679951366593,782.4720928163238,2425.7353790697844,1868.0942828095324,3082.0057912517805,1118.5346805026895,498.2525996974619,306.72821892130486,202.70112241991248,132.87695653671628,year,1-105 Zambezi At Chavuma Mission (130400)
12,,106.24598562483115,80.1193666603084,205.2134607782542,798.1127487714684,2530.298544468888,1856.686965248338,2864.7678394674695,1093.5972240150834,487.66493078448303,302.4458360755216,198.426,131.6905576129689,year,1-105 Zambezi At Chavuma Mission (130400)
13,,106.78520116646347,78.93410833629937,224.301595109439,827.1407122426128,2579.4660700107106,1829.2464105192435,2639.0164618370713,1061.4751115786353,478.2217601521935,297.7658688970145,196.65655318240127,130.8038350154251,year,1-105 Zambezi At Chavuma Mission (130400)
14,,104.90320940490803,79.40727803352199,234.1250165896962,866.1008453104635,2566.313991036868,1899.6229461405144,2449.2802612980036,1034.1732807443364,468.86000522004105,293.96073142742875,193.83996802998345,128.4521511600133,year,1-105 Zambezi At Chavuma Mission (130400)
15,,106.24598562483115,80.1193666603084,308.4485929344346,923.9209904969961,2475.079751277237,1843.4173355444775,2283.4541638791543,1010.8139012978074,460.09327756224513,289.3393029759152,190.6927189949426,125.53900275514668,year,1-105 Zambezi At Chavuma Mission (130400)
16,,106.78520116646347,79.17053750572872,332.5321187555451,1011.5403227835717,2372.5971817701125,1738.7729861497055,2146.9977556553554,985.5340874155112,452.41851059197484,285.9985368246671,188.60716759292882,124.09347516810934,year,1-105 Zambezi At Chavuma Mission (130400)
17,,105.17116284057458,82.03194196462992,333.42288305252276,1068.1634340514624,2255.453162553458,1653.0316864782196,2010.3235676320444,959.8266220704805,443.7892498501375,282.2606139678348,186.18679951366593,121.79598143774304,year,1-105 Zambezi At Chavuma Mission (130400)
18,,105.17116284057458,81.31239790907358,346.0036065734066,1080.0994422186116,2158.143023988314,1623.3846212570743,1889.0875732682887,923.9209904969961,436.7378085911441,278.1327880430057,183.0951460930592,119.80120124775873,year,1-105 Zambezi At Chavuma Mission (130400)
19,,103.03597093728875,82.51318840014886,367.1160325501283,1083.0925683730893,2057.758717650433,1618.0196452232603,1791.69296126783,899.6293352898251,430.2346193697879,275.25925614285245,181.3874191124574,118.38524735636445,year,1-105 Zambezi At Chavuma Mission (130400)
20,,100.65696500119913,83.96436012537691,369.91036459507427,1206.5808548752752,1981.9011660025315,1597.5264014601441,1697.4883864335382,874.9414825902295,420.8073385259966,270.7702822631695,179.34745550135426,115.5756086161832,year,1-105 Zambezi At Chavuma Mission (130400)
21,,99.86940596949744,86.40770314351009,383.5476420813563,1280.57533926633,1933.3161200892039,1567.4429796996783,1609.0954042817443,851.2299239952154,413.9198453972361,268.74059214012516,176.64332322706213,113.62656542944436,year,1-105 Zambezi At Chavuma Mission (130400)
22,,98.04237266054173,89.13096554523686,392.6001064344932,1344.94952705889,1867.1424978348007,1552.4957912667212,1546.3594061371334,832.4675428788364,408.5433899129795,264.2989676974602,174.29206151820506,111.69213573239266,year,1-105 Zambezi At Chavuma Mission (130400)
23,,97.26390933761523,92.39724694845589,407.08245875265845,1378.9059018455252,1836.7982438711297,1543.7328036959461,1483.0045904118033,811.2506589086793,400.7784096477709,259.09185139084474,172.287746390913,110.31936384019771,year,1-105 Zambezi At Chavuma Mission (130400)
24,,95.97254801206873,98.56286599046702,449.87289675149015,1408.1876693536997,1837.7431863716943,1530.6293002066857,1430.1150754229232,783.7702721604742,394.9977800918362,256.70396898638364,171.28941922323307,108.41005569216613,year,1-105 Zambezi At Chavuma Mission (130400)
25,,94.68879412392424,102.50518843583097,465.7575457462574,1526.2724005427692,2032.0041988949708,1494.2014902801272,1389.7503509244286,763.755100631726,387.8240584068369,252.35149582943566,168.96993206168943,105.97682875497121,year,1-105 Zambezi At Chavuma Mission (130400)
26,,92.90434246533093,104.63555705623754,479.2669842936124,1593.97410635594,2188.6682956315626,1510.632870952198,1346.5972809928658,740.1650427044673,383.5476420813563,248.03183517501415,165.68056348595977,103.83440744996074,year,1-105 Zambezi At Chavuma Mission (130400)
27,,90.63204673472526,105.97682875497121,498.2525996974619,1638.6278424850234,2248.2184899687104,1459.868097831477,1309.737957227589,722.5301080515147,376.9369835653678,242.9691778799317,162.7445080254278,102.24025001566413,year,1-105 Zambezi At Chavuma Mission (130400)
28,,89.88012605566769,113.34932293186951,512.7045671173089,1619.8071015076857,2268.916132968287,1443.6829774367845,1272.5259714834801,702.60558186139,371.7784350107088,242.19439075667,160.47690784082334,101.44724719567844,year,1-105 Zambezi At Chavuma Mission (130400)
29,,88.38456795852886,111.96758699753771,520.2697409705971,1625.1746844935255,,1464.9956922543859,1239.7575353371565,682.3158457271509,365.7223669217226,241.0342540141822,159.18743143867363,100.65696500119913,year,1-105 Zambezi At Chavuma Mission (130400)
30,,86.40770314351009,113.62656542944436,535.5462818201128,1636.8312663572353,,1529.7574827223116,1214.4441067062617,663.4947074597884,361.09368472667273,237.95255709437677,156.62223440247217,99.34588074233599,year,1-105 Zambezi At Chavuma Mission (130400)
31,,85.91656614745726,,585.3914720639228,1668.396567636041,,1665.680569335528,,644.9058093692208,,234.1250165896962,154.3927554701807,,year,1-105 Zambezi At Chavuma Mission (130400)
1,,97.26390933761523,94.94493572156877,126.11927733462832,367.58110646687476,809.9326179272035,1841.5250965420094,2829.2426353782676,1477.849304049061,528.975354121498,301.592542723946,193.48915352910808,120.08528143789805,year,1-105 Zambezi At Chavuma Mission (130400)
2,,96.48818033042663,97.00502906037913,131.09911604845044,374.1193488392144,802.044201362604,1892.9156322561157,2919.0006352256637,1396.4424476378147,513.7823177637932,297.7658688970145,189.648680732611,118.38524735636445,year,1-105 Zambezi At Chavuma Mission (130400)
3,,95.71518824998648,95.71518824998648,132.57991752734577,373.65064843061185,807.9573264146652,1918.844245535486,3032.3413670580867,1351.5458729560212,499.84938322326144,292.2764807547032,187.91422916424617,118.10294657835001,year,1-105 Zambezi At Chavuma Mission (130400)
4,,93.92219844021487,95.20138200706018,135.26380006977288,373.65064843061185,817.1935197814046,1952.6864046303517,3079.632763725094,1301.6082267820948,487.66493078448303,288.92077295090706,186.18679951366593,116.97671294825484,year,1-105 Zambezi At Chavuma Mission (130400)
5,,92.65064191814211,97.26390933761523,135.26380006977288,375.5270023749573,833.1344554178694,1954.6281094807227,3089.129703244047,1254.8960984631376,477.1775411402873,285.16601597688253,181.7284006357821,115.29628029714513,year,1-105 Zambezi At Chavuma Mission (130400)
6,,96.74645269241493,98.04237266054173,134.66533503062104,380.70830515433056,833.1344554178694,1937.1833725423392,3064.2277105967346,1168.3765423245438,467.824844207128,280.60627000024596,180.02631427718248,113.90410616092713,year,1-105 Zambezi At Chavuma Mission (130400)
